大項目,中項目,名前,染色体,腕,対になるステ,高いといい面,高いと悪い面,相互関係でさらにいい面,相互関係でさらに悪い面,レア度,努力値の閾値,伸びしろ,遺伝方式,遺伝率の基準値,性別限定,他のステへの影響,他の枠への影響
こころ,人を思う,嫉妬,12番,B,伝承意欲,他人に抜かれまいとして手を動かす。誰かを落とせば満たされるので、渡す物がほとんど無くても動く。不当な優遇を見つける目になる。,有能な者を潰す。作り話で人の評価を下げ、人の配置を歪める。引き上げられた者を認めないので受容係数が下がり、実力で上がる道が制度としては存在しても実際には機能しない。低いと（寛容）誰が上がっても構わないので、能力のない縁故もそのまま通る。,＋勤勉→追い抜かれまいと積むので、集団全体の産出が上がる。＋観察→不当な優遇を正確に見つける,＋序列意識が高い→自分より下の身分の者が上がることを絶対に許さず、有能な者が潰れる。＋嘘のうまさ→作り話が通り、無実の者が罰され、最も純度の高い怨恨が生まれる。＋名誉欲→称賛が他人に行くたびに敵が一人増える,N,該当なし,該当なし／かつて自分より下だった者に抜かれるたび少しずつ濃くなる。減る方向にはほとんど動かない,優劣,中,なし,嘘のうまさを悪用する。観察が高いと粗探しが正確になる。同じ染色体の反対腕が伝承意欲なので、抜かれるのが許せない血からは、人を育てる者が出にくい,しがらみ＝負の線を量産する。ポジションランク＝抜擢の受容係数を下げる。情報＝他人の落ち度ばかり集める。身分ランク＝下からの上昇を止める側に回る
こころ,人を思う,伝承意欲,12番,A,嫉妬,自分が持っているものを次の者に渡そうとする。わざと知識は血で伝わらず人から人へしか渡らないので、その唯一の駆動力である。閾値を満たした者が同じものを継ぐと努力値の立ち上がりが早い。口伝が途切れない。,相手の適性を無視して自分と同じものを継がせる。閾値に届かない者に継がせると、その一生がまるごと無駄になる（何年やっても伸びない）。古いやり方を押し付けるので新しいものが入らない。そして恨みも同じ経路で継がれる。低いと（一代限り）その者が死ぬと持っていたものがまるごと消える。一代で途切れたものは二度と戻らない。,＋情→教える相手を見捨てずに最後まで教える。＋長期の記憶→失われかけたものと昔の事件が残る。＋弁舌→教えたことが正確に伝わる,＋執念→恨みが家訓になる。体制怨恨が家系に継承される経路そのもの。＋序列意識→身分の外には教えないので、持っているものが階級に閉じる。＋誇り→自分のやり方以外を認めず、受け取る側が育たない,E,該当なし,該当なし／自分の技が認められ、弟子が一人でも育った経験で伸びる。子を早くに亡くすと大きく落ちる,優劣,やや低い,なし,弁舌・長期の記憶と噛み合う。同じ染色体の反対腕が嫉妬なので、教える者と抜かれるのが許せない者は同じ血からは出にくい,スキル＝世代をまたぐ唯一の経路。情報＝同じく唯一の経路。身分ランク＝家業を固定する。しがらみ＝師弟の線が張られる。財＝相続を跡継ぎ一人に集める
こころ,序列に向かう,誇り,10番,A,恩義,曲げない。買収されない。約束を守る。追い詰められても降りない。仕上げで妥協しない。弁舌と声が揃うと人が付くので、こころの中で統率にいちばん近いのはこれである。,頭を下げられずに死ぬ。飢えても施しを受けない。格下と見た相手の下では働かないので、下げられた瞬間に不作為に入る。謝れないので収まる諍いが殺し合いになる。立場を下げられることは誇りの高い者にとって命を取られるのと同じ重さなので、そのまま怨恨ノードになる。しかも同じ腕の野心はラチェットで落ちないため、誇りを折られた者は上を目指す気持ちを保ったまま恨む。低いと（卑屈）誰の前でも折れるので、悪い上の者の言いなりになり、不正の実行役にされる。,＋度胸→人の中心に立ち、士気の芯になる。＋正直さ→買収も脅迫も効かない。数を預けられる唯一の型。＋潔癖→数も誓いも汚さない,＋序列意識が高い→身分の低い上の者の下では一切働かない。能力で人を選ぶやり方が誇りひとつで壊れる。＋名誉欲→恥辱が家系の恨みになる。＋低い忍耐→侮辱に即座に刃を抜く,F,該当なし,該当なし／身分と実績で育ち、降格・敗北・屈辱で削れる。上げるのは何十年、折るのは一度で足りる,優劣,やや高い,なし,弁舌・声と束になると人が付く（相手はあたまとからだなので連鎖にはできず実行時に掛かる）。野心・名誉欲と同じ腕にあるため、野心を弾いて従順な血を集めると誇りも一緒に落ち、人が付く者がいなくなる。忠誠を買うと無能を掴むのはここ,身分ランク＝身分に見合った扱いを要求する。ポジションランク＝降格を受け入れない。しがらみ＝恥をかかせた相手への恨み。財＝体面のために減る。スキル＝妥協しないので仕上げの質が上がる
こころ,序列に向かう,序列意識,13番,B,社交,上下をはっきりさせる。命令の系統が保たれ、指図が末端まで通る。身分の秩序が安定して動く。順序と作法が守られる。,下から上がってくる者を潰す。身分が下だという理由だけで受容係数を下げ、実力で上がる道を実際には機能させない。自分より上には従うが下には冷酷になる。低いと（平等志向）身分を無視するので、上の身分の者から見れば反抗的に映り、罰の対象になりやすい。ただし平等志向が多い集団では恐怖による統治が即座に崩れる。,＋従順→上の指図が末端まで届く。恐怖による統治が成立する型。＋誇り→自分の身分の務めは果たす。＋信心→身分を神の定めとして受け入れるので不満が怨恨に転じにくい,＋嫉妬→下からの上昇を組織的に潰し、能力で選ぶやり方が制度としては存在しても機能しない。＋野心が高いのに身分が低い→制度そのものへの怨恨に転じる。体制怨恨の主要な入口。＋残酷さ→下の身分の者を人として扱わなくなる,F,該当なし,該当なし／制度と周囲からうつるのが主で、本人の努力ではほとんど動かない。身分制を緩めると数世代かけて下がる,優劣,低い,なし,従順・誇りと束になる。引き上げの可否を決めるので、あたまの能力値を実質的に無効化しうる。同じ染色体の反対腕が社交なので、格で相手を選ぶ血からは身分をまたいで線を張る者が出にくい,身分ランク＝身分制の硬さそのもの。ポジションランク＝抜擢の受容係数を決める最大の要因。しがらみ＝身分をまたぐ縁組みを拒む。情報＝身分をまたいで情報が渡らなくなる
こころ,序列に向かう,従順,10番,B,野心,命じられたとおりに動く。重い負担を課しても動く。恐怖による統治が成立する。指図の下で崩れない。,間違った指図も同じだけ通るので、上が誤れば下がまとめて死ぬ。自分で考えないので、指図する者が倒れた瞬間に止まる。低いと（自律）指図が通らない。この値は外から見えないので、自律の高い者を末端に置くと命令が届かず、産出が説明なく落ちる。ただし自律の側は指図の系統が切れても動けるので、崩れたあとに立て直すのはこちら側になる。,＋忍耐→重い負担を課しても反抗にならない。＋序列意識→指図が末端まで届く。＋恩義→主を替えない,＋上に立つ者の正直さが低い→不正の実行役になり、露見したとき代わりに罰される（無実に近い恨みが残る）。＋執念→従いながら恨みだけ溜める。最も見えにくい謀反予備軍。＋低い論理→指図の意味を確かめずに実行して被害を広げる,N,該当なし,該当なし／幼少期の育て方と、逆らって罰された回数で決まる。成人後は動きにくい,優劣,やや低い,なし,論理・機転が高いほど自律の側の価値が上がる。野心と同じ染色体の反対腕なので、従順な血を集めるほど誇りと名誉欲まで一緒に落ち、人を率いられる者がいなくなる,ポジションランク＝末端で使いやすいが、局長が誤ったときの被害が最大になる。しがらみ＝上への服従の線。身分ランク＝自分からは上がらない。情報＝上から降りたものしか持たない
こころ,外に開く,信じやすさ,12番,A,執念,相手の言うことを疑わずに受け取る。味方のあいだで情報が速く回る。最初の一度を引き受けるので、そこから関係が始まる。人が集まる。裏切られるまでは何も損をしない。,偽りと作り話を素通しする。歪んだ報告をそのまま信じて上へ流すので、年代記に偽の帰属が刻まれる。騙されて財を失う。低いと（疑い深さ）誰も信じないので情報が入らず、外との関係が一つも成立しない。味方まで疑うのでしがらみの線が細くなる。,＋人読み→信じるが見る目はある。最も情報が集まる型（両立は稀）。＋恩義→信じた相手との線が長く保つ,＋低い嘘を見抜く→騙され続ける。偽りの報告が上に通る主要な経路になる。＋信心→偽りの言葉に集団ごと動く。＋気分の振れ幅が高い→信じきった相手に裏切られると心が折れ、抜けるのに何年もかかる,N,該当なし,該当なし／裏切られるたびに減る一方向。増える方向にはほとんど動かない,優劣,中,なし,嘘を見抜く・人読みが対になって効く（あたまなので遺伝方式が違い連鎖にはできず実行時に掛かる）。同じ染色体の反対腕が執念なので、忘れて信じ直す者と一生忘れない者に分かれる,情報＝入りやすいが真偽が混ざる。財＝騙されて減る。しがらみ＝線は多いが脆い。ポジションランク＝諜報と監査には置けない
こころ,外に開く,社交,13番,A,序列意識,人と会う数が多い。出会う範囲が広がるので伴侶の候補が増える（結婚は出会う範囲の中でランダムに起きる）。人が集まるところで線が張れる。情報が集まる。,人と会っている時間は手を動かしていない。噂の中心になるので秘密が漏れる。人の集まるところに居るので、病の流行る年に真っ先に死ぬ。低いと（孤独好み）出会う範囲が狭く、伴侶を得られずに血が途切れる。情報も入らない。ただし一人で黙って続けるものでは努力値がよく積まれる。,＋弁舌→人を動かせる。＋人読み→誰と組むべきかが分かるので縁組みと取引が強い。＋容姿→出会いが縁組みに変わる率が上がる,＋色欲→出会いの数だけ不倫の線が増え、しがらみが荒れる。＋口の軽さ→周り中に秘密が回る。＋信じやすさ→広く騙される,E,該当なし,該当なし／市と祭と交易に出た回数で育つ。村から出ない暮らしでは一生伸びない,優劣,中,なし,弁舌・声・容姿と噛み合う。同じ染色体の反対腕が序列意識なので、身分を越えて交わる者と格で相手を選ぶ者に分かれる,しがらみ＝線の本数そのもの。結婚の成立率に直結する。情報＝集まる。財＝交易の線が張れる。ポジションランク＝人を集める役に向く
こころ,外に開く,好奇心,13番,A,郷土愛,知らないものに手を伸ばす。外にあるやり方を持ち帰る。知識は血で伝わらないので、外から持ち込む者がいなければ、持っているものは止まったままになる。知らないことを始めても続く。,続かない。次々に乗り換えるので、どれも努力値が中途半端に終わる（30歳を過ぎると取り返しがつかない）。危ないところへ行きたがる。外から病を持ち込む。低いと（保守）新しいものを一切入れないので、数百年同じままになる。豊かで安全なところでは、そもそも好奇心が伸びる機会が来ない。,＋理解の速さ→外のやり方を持ち帰って自分のものにする。技術伝播の主役。＋度胸→遠くへ行って生きて戻る。＋伝承意欲→持ち帰ったものが次の代に残る,＋低い忍耐→どれも身につかず、生涯を通じて何者にもならない。＋低い慎重→知らない毒と知らない土地で死ぬ。＋低い郷土愛→出ていって帰らないので働き手が流出する,D,該当なし,該当なし／若いうちに外を見た経験でだけ動く。26歳を過ぎるとほとんど動かない,優劣,やや高い,なし,学習速度・創意と噛み合う。近いものを渡り歩くので、乗り換えたときの引き継ぎ率を実質的に押し上げる。同じ染色体の反対腕が郷土愛なので、外へ出る血と土地に残る血が同時には濃くならない,情報＝外から入る数少ない経路のひとつ。スキル＝広く浅くなる。しがらみ＝よそ者との線が張られる。身分ランク＝身分を無視して動くので浮く
こころ,外に開く,郷土愛,13番,B,好奇心,生まれた土地から離れない。働き手がその場に残る。土地を守るためなら異常に粘る。近いところで伴侶を得るので身内の結束が保たれる。,よそから来た者を受け入れない。外の血が入らないので遺伝子プールが狭まり、悪い組み合わせが出やすくなる。外へ稼ぎに出ないので、実りの悪い年に一帯ごと死ぬ。低いと（開放）よそへ移るので、育てた人材がそのまま流出する。,＋度胸→守る側に回ったとき最も粘る。＋恩義→身内の助け合いが厚くなる。＋伝承意欲→その土地に固有のものが何代も残る,＋序列意識が高い→よそから来た者を下の身分として固定する。出自による差別の本体になる。＋嫉妬→流入者を潰す。＋執念→よそとの恨みが何代も続く,N,該当なし,該当なし／その土地で過ごした年数で育つ。移住させると失われ、次の土地では同じ高さまで戻らない,優劣,低い,なし,守る側に立つときだけ度胸を押し上げる。同じ染色体の反対腕が好奇心なので、閉じているほど外のものが入らない,しがらみ＝村の中で完結する。血統＝出自ラベルが混ざらない。情報＝外の情報が入らない。財＝土地に固定される
こころ,外に開く,信心,13番,B,口の軽さ,自分より大きな定めがあると信じる。苦しみに意味を与えるので、どれだけ悪い年でも心が折れにくい（不満が民心の低下に転じにくい）。財でも称号でもなく作法で満たせる欲なので、渡す物が安く済む。誓いを破らない。,この者を動かす言葉が統治の系統の外から来る。上からの指図と外から来た言葉が食い違えば、外の言葉を採る。偽りの言葉と偽りの品で集団ごと動く。断ちものと施しで財と体力を減らす。定めから外れたと見なした者を焼く。低いと（世俗）誓いに縛られないので裏切りやすく、また苦しみに意味を持てないので、欠乏が続くと心が折れやすい。,＋忍耐→どんな年でも耐える。最も欠乏に強い心の型。＋恩義→誓いと恩の両方で縛られるので裏切らない。＋長期の記憶→言い伝えと作法を正確に伝える,＋信じやすさ→偽りを語る者に集団ごと付いていく。＋残酷さ→定めから外れた者を狩る。殺された側の家系に体制怨恨が刻まれる。＋序列意識→身分を神の定めとして固定し、上昇そのものを罪と見なす,F,該当なし,該当なし／村と司祭からうつるのが主。飢饉や疫病を生きて越えた年に大きく跳ねる,優劣,低い,なし,心が折れる状態異常への抵抗として、忍耐を実質的に押し上げる。同じ染色体の反対腕が口の軽さで、誓いと打ち明けられた秘密を守る側になる,しがらみ＝教会という別系統の線が張られる。ポジションランク＝局長の命令と競合する。財＝喜捨で減る。情報＝説教が唯一の外部情報になる村がある
