大項目,中項目,名前,染色体,腕,対になるステ,高いといい面,高いと悪い面,相互関係でさらにいい面,相互関係でさらに悪い面,レア度,努力値の閾値,伸びしろ,遺伝方式,遺伝率の基準値,性別限定,他のステへの影響,他の枠への影響
からだ,速さ,敏捷,1番,B,最大筋力,来たものを半歩でかわせる。狭い足場と高いところを渡れる。音を立てずに入って出られる。崩れかけた姿勢を立て直せる。,身軽さゆえに人のものを取る側へ引き込まれやすく露見すれば体の一部を失う。軽い体は掴み合いで押し負ける。逃げられるので逃げ癖がつき踏み止まることを覚えない。,反射も高いと囲まれる前に抜ける。体重が低いと音を立てずに越えられる。柔軟性も高いと狭いところを通り抜けられる。,最大筋力が高いと体が重くなって打ち消し合う。貪欲が高いと人のものに手を出して居場所を失う。,B,中,中,中間遺伝,やや低い,なし,体重・最大筋力・打たれ強さ・骨太さが高いほど下がる。走力と平衡感覚と組んで働く。,スキル：忍び・盗み・軽装の戦い。身分：盗みで捕まれば身分を落とす。ポジション：斥候と諜報の役。
からだ,速さ,反射,1番,B,なし,見てから動くまでが短い。飛んでくるものを見てから避けられる。崩れた瞬間に手が出る。合わせ合う勝負で先に手が届く。,体が先に動くので考える前に手が出て向けるつもりのなかった相手に当てる。仕掛けられた側では速さが効かないので速い者ほど油断する。速さで済ませてしまうので身構えることを覚えない。,視力も高いと遠くから来るものを見てから動ける。瞬発力も高いと避けた次の一手が入る。,忍耐が低いと反射で手が出て諍いが増える。必要睡眠が高く眠り足りない日は反射だけが極端に落ちて事故を起こす。,A,高い,小さい,中間遺伝,中,なし,敏捷と平衡感覚と組んで働く。老いで最も早く落ちるものの一つ。視力と聴力の速さがそのまま反射の速さになる。,スキル：剣・盾・騎乗。ポジション：護衛。
からだ,速さ,平衡感覚,1番,B,なし,不安定なところと細いところの上で姿勢を保てる。重さを担いだまま揺れる足元を渡れる。動くものの上で体が流れない。滑るところで転ばない。,落ちれば死ぬ高さの務めを任され続ける。落ちない者だと思われているので誰も下で受ける支度をしない。,体幹も高いと高いところで両手が空く。三半規管も高いと揺れ続けるところでも動ける。,視力が低いと足元が見えず高いところの利点が消える。酒への強さが低いと酔った日にそのまま落ちる。,C,低い,大きい,中間遺伝,中,なし,走力と敏捷に効く。三半規管とは別（こちらは姿勢の制御・あちらは酔いにくさ）。体幹から支えを受ける。,スキル：大工・屋根葺き・船・騎乗。ポジション：普請の役。
からだ,速さ,柔軟性,1番,B,骨太さ,深く曲げた姿勢を長く保っても体が固まらない。狭いところに体を入れられる。転んでも筋を切らない。極められても抜ける。,関節が緩いので重いものを受けたときに肩と膝が外れる。年を取ると腰が定まらず立ったままの姿勢が続かない。無理な姿勢が取れてしまうので無理な姿勢を取り続ける。,手先の器用さも高いと無理な姿勢のまま細かい手元を続けられる。体幹も高いと柔らかいのに芯が通る。,最大筋力も高いと関節が力に負けて外れる。打たれ強さが低いと柔らかい体に衝撃がそのまま通る。,E,なし,大きい,中間遺伝,低い,なし,筋と腱の怪我を負う確率を下げる。骨太さが高いと打ち消される。敏捷の抜けられる狭さを広げる。,スキル：坑道・草刈り・組み打ち・機織り。
からだ,手,手先の器用さ,4番,B,握力,狙った通りの形を手で作れる。同じ精度を何度でも繰り返せる。小さいものと細いものを狂いなく扱える。壊れやすいものにも手を入れられる。読める形の字が書ける。,細かい手元に固定され体を使う機会が減るので体が育たない。細かいものが見えなくなる年に一気に使い物にならなくなる。手が良いというだけで代わりの利かない者にされ動けなくなる。,視力も高いと精度が一段上がる。集中も高いと一日を通して同じ精度を保てる。触覚も高いと見えないところを指で確かめられる。,握力が高いと力が抜けず細いものを潰す。忍耐が低いと途中で放り出して仕掛かりを無駄にする。手の大きさが大きすぎると精度に天井ができる。,A,中,大きい,中間遺伝,やや低い,なし,手の大きさが大きすぎると細かい作業で頭打ちになる。視力と組んで効く。握力が強いほど精度が削られる。,スキル：鍛冶・織り・矢作り・木工・手当て・書字。財：手仕事は畑より現金になる。身分：職人として平民の上の層に上がれる。ポジション：職人頭。
からだ,手,手の大きさ,4番,A,なし,一度に掴める量と太さが大きい。太いものと長いものを余らせずに握れる。相手の手首と喉を掴んで極められる。生き物の体の内へ腕を入れて中のものを扱える。,細いものと小さいものを扱えない。狭い隙間と小さな口に手が入らない。ありあわせの身に着けるものが合わず自分に合わせて作らせるほかない。,握力も高いと大きく重いものを片手で制せる。身長も高いと体との釣り合いが取れて力が乗る。,手先の器用さが高くても手が大きすぎると精度に天井ができる。柔軟性が低いと大きい手が狭いところでさらに邪魔になる。,F,非常に高い,ほぼゼロ,中間遺伝,高い,なし,握力にプラス。手先の器用さの細かい作業に上限を作る。,スキル：大槌・大弓・牛馬の産の手伝い。財：装備の作り直し代。
からだ,手,利き手・両利き,4番,B,なし,片側を傷めてももう片方で同じことができる（片腕を失っても続けられる）。多くの者と逆の側から来るので読まれにくく防ぎにくい。並んで同じ動きをするとき隣と腕がぶつからない。,世の中のものは多数の側に合わせて作られているので手に合わず作り直させる。少数の側に寄る者は不吉と見られ連れ合いに望まれない。揃って同じ動きをする集まりの中で列を乱す。,反射も高いと相手が読めない側から先に手が出る。手先の器用さも高いと片側を失っても手仕事を続けられる。,信心の高い者が多いところでは少数の側に寄る者が忌まれ人の集まる務めから外される。序列意識が高い者の下では揃わない者として外される。,AA,高い,中,中間遺伝,低い,なし,片腕を失う大怪我のあとの実効値の落ち方を大きく変える。左右を使う技の伸び方を変える。,しがらみ：縁組で忌まれる。ポジション：祭祀の役から外れる。財：専用の道具代が要る。スキル：剣の技に補正。
からだ,体つき,身長,1番,A,なし,手の届く高さと歩幅が大きい。深いところと高いところを越えられる。頭一つ分遠くまで見渡せる。並んだとき人目に立って覚えられる。届く距離がそのまま先手になる。,食べる量が増える。的として大きいので狙われる側に回ったとき真っ先に狙われる。低いところと狭いところで頭を打ち体が入らない。食べ物が足りない年に育った大柄は骨だけ長くて中身が伴わない。,骨太さも高いと大柄がそのまま力に変わる。容姿も高いと一目で人の上に立つ者に見え引き上げられる。,敏捷が低いと大きくて鈍い的になる。飢えへの強さが低いと食べ物が絶えたとき真っ先に落ちる。,B,なし,小さい,中間遺伝,高い,なし,リーチ・体重・肩幅を押し上げる。敏捷にマイナス。要る量が多いので飢えへの強さの実効を下げる。,ポジション：兵と門番と見張りに選ばれやすい。身分：背の高い者は上に見られ寄合で発言が通る。しがらみ：縁組で選ばれやすい。財：食い扶持が高くつく。
からだ,体つき,骨太さ,1番,A,柔軟性,骨が折れにくいので落ちても打たれても死なない。重いものを身に着けても骨格が耐える。年を取っても腰と膝が潰れない。,体が重くなるので走力と敏捷が落ちる。水に入れば沈む。要る食べ物が増える。骨が太い分だけ関節の可動が狭く柔軟性が伸びない。,最大筋力も高いと力が骨に支えられて四十過ぎても落ちない。打たれ強さも高いと打たれても骨まで通らない。,走力が低いと重い体で追われたとき離れられない。柔軟性が低いと硬い体が衝撃を逃がせず関節を壊す。,C,なし,小さい,中間遺伝,高い,なし,打たれ強さと最大筋力にプラス。敏捷と柔軟性と走力にマイナス。老いの速さにマイナス（骨が保つ）。,ポジション：重装の兵。スキル：泳ぎに不利。財：鎧と装具が重く高くつく。
からだ,体つき,リーチ,1番,A,なし,同じ姿勢から届く距離が長い。相手より先に届く。高いところと底の深いところに手が届く。一歩あたりに手の及ぶ幅が広い。,長い分だけ内側へ入られると何もできない。狭いところで肘が当たる。ありあわせの身に着けるものが合わない。届いてしまうので近くへ踏み込むことを覚えない。,最大筋力も高いと長い腕に力が乗り一撃が重い。反射も高いと届く距離で先に手が出る。,敏捷が低いと間合いを詰められたときに逃げられない。度胸が低いと長い間合いに頼って踏み込めず決め手を欠く。,D,非常に高い,ほぼゼロ,中間遺伝,高い,なし,身長から強く影響を受けるが独立に振れる。てこが長いので握力の発揮に不利。,スキル：槍と弓（引き尺が取れる）。ポジション：長柄の隊。
からだ,体つき,肩幅,1番,A,なし,背に担いで運べる量が増える。引く動きの土台になる。押し合いで押し負けない。見た目に頑丈で人が付いて来る。,狭い隙間を通れない。的として広い。ありあわせの身に着けるものが合わず作り直しが要る。頑丈に見えるので実際より重いものを任される。,最大筋力も高いと押し合いで相手をまとめて押し返せる。骨太さも高いと重いものを身に着けたまま動ける。,体重が低いと肩だけ広くて中身が無く見かけ倒しになる。敏捷が低いと大きい的のまま動けない。,D,なし,小さい,中間遺伝,高い,なし,最大筋力と握力の土台になる。敏捷にマイナス。声の通りを支える。,スキル：荷役・弓・櫂。財：荷運びの手間賃。ポジション：重装の兵。
からだ,体つき,体重,1番,A,走力,押し合いと掴み合いで押し負けない。食べ物が絶えても燃やす蓄えがある（三週間長く保つ）。寒さに強い。当たられても吹き飛ばされない。,走力と敏捷と持久力が落ちる。細い足場と薄い氷が体重で壊れる。水に浮かぶものに乗れば沈む。食べる量が増える。暑い時期に長く動くと倒れる。,最大筋力も高いと掴み合いで相手を潰せる。飢えへの強さも高いと二年続きの不足を越えられる。,暑さへの強さが低いと暑い時期に自分の体で茹だる。走力が低いと追われたとき逃げ切れない。膝と心の臓に来て老いの速さが上がる。,D,なし,大きい,中間遺伝,やや低い,なし,敏捷・走力・持久力・暑さへの強さにマイナス。寒さへの強さ・飢えへの強さ・打たれ強さにプラス。,財：太っていること自体が富の証になり縁組と信用に効く。しがらみ：飢饉の村で太っている者は隠し持っていると疑われる。
からだ,体つき,声,5番,B,なし,遠くまで届き風と騒がしさの中でも通る。一度に届く人数が多い。歌と語りで人の心を動かす。低く落ち着いた声は同じ言葉でも重く聞こえる。,目立つ上に潜められない。声を殺して動くことができない。よく通る声は揉め事のときに真っ先に相手の的になる。声で用が足りる者にされると他の使い道が試されない。,弁舌も高いと大勢を一度に動かせる。息の長さも高いと長い語りと長い呼びかけが最後まで続く。,度胸が低いとよく通る声で震えまで伝わり周りの気を折る。場を読むが低いと静かにすべきところで声が響き無礼として咎められる。,E,高い,小さい,中間遺伝,高い,なし,喉の作りと息の長さと肩幅で決まる（依存先は1番染色体だが本体は5番に載る）。弁舌の届く人数を決める。歯の丈夫さが落ちると音が抜ける。喉の作りは訓練で変わらず伸びるのは使い方だけ。,スキル：歌・語り・号令。ポジション：隊の指揮と触れ役。しがらみ：声のする所に人が集まる。
からだ,体つき,容姿,3番,B,打たれ強さ,初めて会う相手が話を聞く（同じ言葉でも通り方が違う）。人の近くに置かれる。掛け合いで相手が折れやすい。格上の相手から望まれる。,力のある者の目に留まり望まない相手の側へ召し上げられる（拒めば一族ごと潰れる）。顔で選ばれたと見なされて中身の要る役が回ってこない。攫えば値が付くので殺されずに攫われる。老いて容姿が落ちたときそれだけで立場を失う。,弁舌も高いと掛け合いの場で相手が折れる。場を読むも高いと近くに置かれた相手の内側に食い込む。,嫉妬が高い者が周りにいると讒言で潰される。色欲も高いと不義の線が増えて周りの恨みを買う。従順が高いと召し上げに抗えず一族の取引の材料にされる。,AA,高い,小さい,中間遺伝,中,なし,老いの速さと歯の丈夫さと病への強さの影響を年とともに受ける（ただし導出ではなく独立したステ）。,しがらみ：縁組・恋・不義・妬みの線が最も多く付く。身分：上の階級に嫁ぎ子の身分が上がる。ポジション：主人の近くの役。情報：主人の近くにいるので秘密を最も早く知る。財：持参金と身請け金が高い。
からだ,五感,視力,5番,A,聴力,遠くのものの形と動きを見分けられる。小さいものと細かい違いが見える。人より早く気づける。狙う先が見える。文字を追える。,遠くまで見えるので遠くを見る務めに固定され危ないところに置かれる。人の粗まで見えるので指摘して煙たがられる。見えてしまうので見なかったことにできない。,観察も高いと見たものから何が起きたかまで読める。手先の器用さも高いと精度が跳ね上がる。,夜目が低いと暗くなった途端に何も分からず先に気づく利点が消える。色の見分けが低いと遠くの色を取り違えて誤ったまま人に伝える。,C,高い,ほぼゼロ,中間遺伝,やや高い,なし,反射と手先の器用さの発揮に効く。老いで最も確実に落ちる（四十過ぎに近くが見えなくなる）。,ポジション：斥候・見張り・弓兵。スキル：弓・細工・書字。情報：遠くの動きを最初に知る。
