大項目,中項目,名前,染色体,腕,対になるステ,高いといい面,高いと悪い面,相互関係でさらにいい面,相互関係でさらに悪い面,レア度,努力値の閾値,伸びしろ,遺伝方式,遺伝率の基準値,性別限定,他のステへの影響,他の枠への影響
からだ,速さ,敏捷,1番,B,最大筋力,振り下ろされた刃を半歩でかわす。狭い足場と屋根の上を渡れる。夜に忍び込んで気づかれずに出られる。転びかけても立て直す。,身軽さゆえに盗みと忍びの仕事に引き込まれやすく捕まれば手を落とされる。軽い体は組み打ちで押し負ける。,反射も高いと一対多でも囲まれる前に抜ける。体重が低いと屋根と塀を音を立てずに越える。,最大筋力が高いと体が重くなって打ち消し合う。貪欲が高いと盗みに手を出して村を追われる。,B,中,中,中間遺伝,やや低い,なし,体重・最大筋力・打たれ強さ・骨太さが高いほど下がる。,スキル：忍び・盗み・軽装の戦い。身分：盗みで捕まれば身分を落とす。ポジション：斥候と諜報の役。
からだ,速さ,反射,1番,B,なし,飛んできた矢と石を見てから避けられる。落ちてきた梁の下から逃れる。馬が暴れた瞬間に手綱を締める。刃の合わせで先に手が出る。,体が先に動くので考える前に手が出て殴るつもりのない相手を殴る。罠と待ち伏せには速さが効かず速い者ほど油断する。,視力も高いと遠い矢を見てから動ける。瞬発力も高いと避けた次の一手が入る。,忍耐が低いと反射で手が出て諍いが増える。必要睡眠が高く眠り足りない日は反射だけが極端に落ちて事故を起こす。,A,高い,小さい,中間遺伝,中,なし,敏捷と平衡感覚と組んで働く。老いで最も早く落ちるものの一つ。,スキル：剣・盾・騎乗。ポジション：護衛。
からだ,速さ,平衡感覚,1番,B,なし,屋根・梯子・足場・船縁の上で両手が使える。荷を担いだまま丸木橋を渡る。馬上で体が流れない。凍った道で転ばない。,高い所と船の上の仕事を任され落ちれば死ぬ場所に立たされ続ける。,体幹も高いと屋根葺きと帆柱の仕事ができる。三半規管も高いと荒れた海の上でも働ける。,視力が低いと足元が見えず高所の利点が消える。酒への強さが低いと酔った日に屋根から落ちる。,C,低い,大きい,中間遺伝,中,なし,走力と敏捷に効く。三半規管とは別（こちらは姿勢の制御・あちらは酔いにくさ）。,スキル：大工・屋根葺き・船・騎乗。ポジション：普請の役。
からだ,速さ,柔軟性,1番,B,骨太さ,腰を深く落として一日中草を刈っても腰が固まらない。狭い坑道と穴倉に体を入れられる。転んでも筋を切らない。組み打ちで極められても抜ける。,関節が緩いので重い物を受けたときに肩と膝が外れる。年を取ると腰が定まらず立ち仕事が続かない。,手先の器用さも高いと無理な姿勢のまま細かい仕事を続けられる。体幹も高いと柔らかいのに芯が通る。,最大筋力も高いと関節が力に負けて外れる。打たれ強さが低いと柔らかい体に衝撃がそのまま通る。,E,なし,大きい,中間遺伝,低い,なし,筋と腱の怪我を負う確率を下げる。骨太さが高いと打ち消される。,スキル：坑道・草刈り・組み打ち・機織り。
からだ,手,手先の器用さ,4番,B,握力,鏃と矢羽根を狂いなく作れる（矢の当たりが変わる）。糸を細く均一に紡げるので織った布が高く売れる。骨接ぎと縫合ができる。鍵と錠と馬具と蹄鉄を作れる。字が読める形に書ける。,細工の仕事に固定され力仕事と戦の場数を踏まないので体が育たない。細かい物が見えなくなる四十過ぎに稼ぎが一気に崩れる。,視力も高いと精度が一段上がり職人として名が残る。集中も高いと一日座って同じ精度を保てる。,握力が高いと力が抜けず細い物を潰す。忍耐が低いと途中で放り出して仕掛かりの材料を無駄にする。,A,中,大きい,中間遺伝,やや低い,なし,手の大きさが大きすぎると細工では頭打ちになる。視力と組んで効く。,スキル：鍛冶・織り・矢作り・木工・手当て・書字。財：手仕事は畑より現金になる。身分：職人として平民の上の層に上がれる。ポジション：職人頭。
からだ,手,手の大きさ,4番,A,なし,大きな石と壺と材木を片手で掴んで運べる。斧と大槌の柄を余らせずに握れる。相手の手首と喉を掴んで極められる。牛の産で腕を入れて子の向きを直せる。,細い糸と小さな鏃を扱えない。狭い隙間と壺の口に手が入らない。籠手と手袋が既製では合わず装備の費用が余計に掛かる。,握力も高いと大弓と大槌を扱える。身長も高いと体との釣り合いが取れて力が乗る。,手先の器用さが高くても手が大きすぎると細工の精度に天井ができる。,F,非常に高い,ほぼゼロ,中間遺伝,高い,なし,握力にプラス。手先の器用さの細かい作業に上限を作る。,スキル：大槌・大弓・牛馬の産の手伝い。財：装備の作り直し代。
からだ,手,利き手・両利き,4番,B,なし,右手を傷めても左で鍬と剣が振れる（片腕を失っても仕事が続く）。左からの一撃は相手の盾の外から来るので防ぎにくい。二人並んで刈るとき隣と鎌がぶつからない。,村の道具はすべて右手向けに作られているので鎌・鋤・鋏が手に合わず作り直させる。左に寄る者は不吉と見られ縁組で嫌われる。剣を並べる集団の訓練で隊列を乱す。,反射も高いと相手が読めない側から手が出る。手先の器用さも高いと片手を失っても職人を続けられる。,信心が高い村では左に寄る者が忌まれ祭祀の役から外される。序列意識が高い上役の下では揃わない者として外される。,AA,高い,中,中間遺伝,低い,なし,片腕を失う大怪我のあとの実効値の落ち方を大きく変える。剣と弓の技の伸び方を変える。,しがらみ：縁組で忌まれる。ポジション：祭祀の役から外れる。財：専用の道具代が要る。スキル：剣の技に補正。
からだ,体つき,身長,1番,A,なし,槍と剣の間合いが広い。深い川と雪を渡れる。高い枝の実と屋根の仕事に届く。遠くまで見渡せる。並んだとき人目に立って覚えられる。,食う量が増える。矢と投石の的として大きく隊列で真っ先に狙われる。低い戸口と坑道と船倉で頭を打ち狭い場所の仕事ができない。飢饉の年に育った大柄は骨だけ長くて中身が伴わない。,骨太さも高いと大柄がそのまま力に変わる。容姿も高いと一目で人の上に立つ者に見え抜擢される。,敏捷が低いと大きくて鈍い的になる。飢えへの強さが低いと不作の年に真っ先に落ちる。,B,なし,小さい,中間遺伝,高い,なし,リーチ・体重・肩幅を押し上げる。敏捷にマイナス。要る飯が多いので飢えへの強さの実効を下げる。,ポジション：兵と門番と見張りに選ばれやすい。身分：背の高い者は上に見られ寄合で発言が通る。しがらみ：縁組で選ばれやすい。財：食い扶持が高くつく。
からだ,体つき,骨太さ,1番,A,柔軟性,骨が折れにくいので落馬と打撃と転落で死なない。重い鎧と荷に骨格が耐える。年を取っても腰と膝が潰れない。,体が重くなるので走力と敏捷が落ちる。水に入れば沈む。飯が要る。骨が太い分だけ関節の可動が狭く柔軟性が伸びない。,最大筋力も高いと力が骨に支えられて四十過ぎても落ちない。打たれ強さも高いと棒で打たれても骨まで通らない。,走力が低いと重い体で逃げられず討たれる。柔軟性が低いと硬い体が衝撃を逃がせず関節を壊す。,C,なし,小さい,中間遺伝,高い,なし,打たれ強さと最大筋力にプラス。敏捷と柔軟性と走力にマイナス。老いの速さにマイナス（骨が保つ）。,ポジション：重装の兵。スキル：泳ぎに不利。財：鎧と装具が重く高くつく。
からだ,体つき,リーチ,1番,A,なし,槍と剣が相手より先に届く（同じ腕力でも先に当たる）。高い棚と枝に届く。井戸と溝の底に手が届く。畑で一歩あたりに刈れる幅が広い。,腕が長い分だけ組み打ちで内側に入られると何もできない。狭い場所で肘が当たる。既製の袖と籠手が合わない。,最大筋力も高いと長い腕に力が乗り一撃が重い。反射も高いと届く距離で先に手が出る。,敏捷が低いと間合いを詰められたときに逃げられない。度胸が低いと長い間合いに頼って踏み込めず決め手を欠く。,D,非常に高い,ほぼゼロ,中間遺伝,高い,なし,身長から強く影響を受けるが独立に振れる。てこが長いので握力の発揮に不利。,スキル：槍と弓（引き尺が取れる）。ポジション：長柄の隊。
からだ,体つき,肩幅,1番,A,なし,天秤と背負子で運べる量が増える。弓を引く背中の筋が付く土台になる。押し合いで押し負けない。見た目に頑丈で人が付いて来る。,狭い坑道と壁の隙間を通れない。矢の的として広い。既製の胴着と鎧が合わず作り直しが要る。,最大筋力も高いと押し合いで敵の隊列を割れる。骨太さも高いと重装の鎧を着られる。,体重が低いと肩だけ広くて中身が無く見かけ倒しになる。敏捷が低いと大きい的のまま動けない。,D,なし,小さい,中間遺伝,高い,なし,最大筋力と握力の土台になる。敏捷にマイナス。,スキル：荷役・弓・櫂。財：荷運びの手間賃。ポジション：重装の兵。
からだ,体つき,体重,1番,A,走力,押し合いと組み打ちで押し負けない。冬と飢饉に燃やす脂がある（三週間長く保つ）。寒さに強い。衝撃で吹き飛ばされない。,走力と敏捷と持久力が落ちる。梯子と屋根と氷と小舟が体重で壊れるので乗れない場所がある。食う量が増える。夏の行軍で倒れる。,最大筋力も高いと組み打ちで相手を潰せる。飢えへの強さも高いと二年続きの不作を越えられる。,暑さへの強さが低いと夏の遠征で自分の体で茹だる。走力が低いと逃げられず討たれる。膝と心の臓に来て老いの速さが上がる。,D,なし,大きい,中間遺伝,やや低い,なし,敏捷・走力・持久力・暑さへの強さにマイナス。寒さへの強さ・飢えへの強さ・打たれ強さにプラス。,財：太っていること自体が富の証になり縁組と信用に効く。しがらみ：飢饉の村で太っている者は隠し持っていると疑われる。
からだ,体つき,声,5番,B,なし,遠くまで届き風と喧噪の中でも通る。戦場で号令の届く範囲が広い。歌と語りで人の心を動かす。低く落ち着いた声は同じ言葉でも重く聞こえる。,目立つ上に潜められない。夜の斥候と待ち伏せに使えない。よく通る声は揉め事の場で真っ先に相手の的になる。語り手として重宝されると他の仕事に就けなくなる。,弁舌も高いと大勢を一度に動かせる。息の長さも高いと長い語りと長い号令が続き隊を最後まで保たせる。,度胸が低いとよく通る声で震えまで伝わり隊の士気を折る。場を読むが低いと静かにすべき場で声が響き無礼として咎められる。,E,高い,小さい,中間遺伝,高い,なし,喉の作りと息の長さと肩幅で決まる（依存先は1番染色体だが本体は5番に載る）。弁舌の効く人数を決める。歯の丈夫さが落ちると音が抜ける。喉の作りは訓練で変わらず伸びるのは使い方だけ。,スキル：歌・語り・号令。ポジション：隊の指揮と触れ役。しがらみ：声のする所に人が集まる。
からだ,体つき,容姿,3番,B,打たれ強さ,初対面の相手が話を聞く（同じ言葉でも通り方が違う）。縁組で上の家から選ばれる。使者と給仕と侍女に選ばれ主人の近くに置かれる。市で値切りが通る。,主人と有力者の目に留まり望まない相手の側に召し上げられる（拒めば家ごと潰れる）。顔で選ばれたと見なされて実務の役が回ってこない。戦で捕虜として売値が付くので殺されず攫われる。老いて容姿が落ちたときそれだけで立場を失う。,弁舌も高いと交渉の場で相手が折れる。場を読むも高いと近侍として主人に食い込む。,嫉妬が高い者が周りにいると讒言で潰される。色欲も高いと不義の線が増えて村の恨みを買う。従順が高いと召し上げに抗えず一族の道具になる。,AA,高い,小さい,中間遺伝,中,なし,老いの速さと歯の丈夫さと病への強さの影響を年とともに受ける（ただし導出ではなく独立したステ）。,しがらみ：縁組・恋・不義・妬みの線が最も多く付く。身分：上の階級に嫁ぎ子の身分が上がる。ポジション：主人の近くの役。情報：主人の近くにいるので秘密を最も早く知る。財：持参金と身請け金が高い。
からだ,五感,視力,5番,A,聴力,遠くの人影を敵か味方か見分けられる（村への奇襲を半日早く知る）。矢の先の的が見える。麦の病斑と虫を早く見つけられる。細工物の粗が見える。文字を追える。,遠くまで見えるので見張りと斥候に固定され危ない場所に置かれる。仲間の粗まで見えるので指摘して煙たがられる。,観察も高いと見たものから何が起きたかまで読める。手先の器用さも高いと細工の精度が跳ね上がる。,夜目が低いと昼だけの斥候になり夜襲を見逃す。色の見分けが低いと遠くの旗の色を取り違えて味方を敵と報せる。,C,高い,ほぼゼロ,中間遺伝,やや高い,なし,反射と手先の器用さの発揮に効く。老いで最も確実に落ちる（四十過ぎに近くが見えなくなる）。,ポジション：斥候・見張り・弓兵。スキル：弓・細工・書字。情報：遠くの動きを最初に知る。
からだ,五感,夜目,3番,B,なし,月明かりだけで山道を歩ける。夜の見張りが務まる。夜襲を仕掛ける側でも受ける側でも先に動ける。灯りの油と蝋を節約できる。夜に罠を見回れる。,昼の強い光が眩しく雪原と水面と真夏の畑で目を細めるので昼の作業がわずかに落ちる。夜働きに回されるので昼の村の付き合いから外れる。,聴力も高いと闇の中で音と影を合わせて相手の位置を取れる。度胸も高いと単独の夜の斥候が務まる。,必要睡眠が高いと夜の役に耐えられず才能が使われない。信心が高い村では夜目の利く者が人でないものと噂される。,B,非常に高い,ほぼゼロ,中間遺伝,やや高い,なし,視力とは別（昼の遠見が良くても夜が利かない者がいる）。夜間の走力と敏捷の発揮を保つ。,ポジション：夜番・夜の斥候・密偵。情報：夜に誰と誰が会っているかを見ている。しがらみ：見てしまったことで恨まれる。財：灯り代が浮く。
からだ,五感,色の見分け,5番,A,なし,実と茸の熟れと毒を色で見分ける。麦の病と地味の違いを色で読む。染めた布の善し悪しが分かるので反物の商いで損をしない。旗印の色で敵味方を判ずる。肉と魚の傷みを色で見る。,色に頼るので暗がりと霧では判断が効かず色の使えない場面で他人より遅れる。染めの目利きとして重宝され商いの争いに引き込まれる。,視力も高いと遠い旗の色まで読める。味覚も高いと傷んだ食い物を色と味の二重で弾ける。,夜目が低いと日が落ちた瞬間に判断が止まる。慎重が低いと色だけで決めて霧の日に大きく外す。,D,非常に高い,ほぼゼロ,中間遺伝,高い,なし,視力とは独立（見えていても色だけ抜ける者がいる）。低いのは男に偏る（母から息子へ渡る）。,スキル：染め・薬草・茸採り・反物の目利き。財：染物と反物の商い。ポジション：物見（旗の判別）。
からだ,五感,聴力,5番,B,視力,森の中で獣の動く方向を音で取れる。夜に近づく足音と馬蹄を先に聞く。壁の向こうの話が聞こえる。木を叩いて虫食いを壺を叩いて罅を音で知る。,聞こえすぎる者は村中の陰口と夫婦喧嘩を全部聞いてしまい知らないふりができずに揉め事に巻き込まれる。鍛冶場と戦場の音で頭が痛み仕事が続かない。,嗅覚も高いと夜の獣と人の接近を二重に取れる。人読みも高いと声の震えから嘘に気づく。,気分の振れ幅が高いと絶えず音に晒されて休まらず人の多い場所に居られなくなる。嘘のうまさが低いと聞いてしまったことが顔に出て口封じの対象になる。,C,高い,ほぼゼロ,中間遺伝,中,なし,見る前に聞くので反射の発動を早める。三半規管と同じ器官なので連れて動く。,情報：立ち聞きで秘密を最も多く抱える。ポジション：夜番と諜報。しがらみ：知りすぎたことで疎まれる。
からだ,五感,嗅覚,3番,B,毒への強さ,水と肉と乳が傷んでいるのを口に入れる前に嗅ぎ分ける。獣の通り道と血の跡を追える。火の匂いを風上から先に嗅いで火事と焼き討ちに備える。膿と壊疽の匂いで手遅れになる前に切れる。土の匂いで雨を読む。,村の匂い（糞尿・腐肉・膿・死体）から逃れられず疫病の村と戦のあとの野で吐いて動けなくなる。人の体臭が分かりすぎて特定の相手と同席できない。,味覚も高いと毒と腐りを二重に弾ける。触覚も高いと薬草の見立てが正確になる。,潔癖も高いと不潔な相手を露骨に避けて孤立する。残酷さが低いと戦場の匂いで心が折れる。,B,高い,小さい,中間遺伝,中,なし,味覚と連れて動く。病への強さとは別に腹を下す確率を下げる。,スキル：狩りの追跡・薬草・醸造・料理・手当て。ポジション：狩人と薬師。財：醸造と塩漬けの失敗が減る。
からだ,五感,味覚,3番,B,飢えへの強さ,塩と酸の加減が分かるので塩漬けと干物と酢漬けが腐らずに冬を越す。酒と酢の仕込みの進みを舌で測れる。毒草の苦みとえぐみを一口で吐ける。水の善し悪しが分かる。,舌が肥えるので粗末な麦粥と塩気の無い冬の食い物が喉を通らず飢饉のときに食えるはずの物を食わずに弱る。他人の作った食い物にけちを付けて嫁と姑の争いを作る。,嗅覚も高いと醸造と保存の名手になり村の食い扶持そのものを伸ばす。長期の記憶も高いと良い年の仕込みを何年後でも再現できる。,貪欲も高いと食い物に金を掛けて財が残らない。飢えへの強さが低いと不味い物を拒んで先に倒れる。,D,中,中,中間遺伝,中,なし,毒への強さの手前で効く（飲み込む前に弾く）。飢えへの強さの実際の発揮を下げる。,スキル：醸造・保存食・料理・毒の見分け。ポジション：主人の毒見役（危険だが主人の近くに立てる）。財：酒と保存食は現金になる。
からだ,五感,触覚,3番,B,痛覚の鈍さ,布と糸の目の細かさを指で測れるので織りの等級が上がる。刃の返りと欠けを指で知る。脈と熱と腫れを手で診られる。暗闇と袋の中で物を探り当てる。土の湿りを手で読んで蒔き時を決める。牛馬の腹に触れて子の向きが分かる。,敏感な手は石と薪と綱の仕事で痛み痛みで手が止まる。手を潰す仕事に就くと才能ごと失われる。,手先の器用さも高いと織りでも鍛冶でも骨接ぎでも村一番になる。視力も高いと細工の仕上げが揃う。,痛覚の鈍さも高いと指先の情報そのものが鈍り才能が死ぬ。握力が高いと力が抜けず細かい手触りを潰す。,C,中,中,中間遺伝,中,なし,痛覚の鈍さが高いほど実効が落ちる（同じ神経を使う）。手先の器用さと組んで効く。,スキル：織り・鍛冶・骨接ぎ・産婆・農の見立て。ポジション：産婆と薬師。財：上等の織物は畑の何倍にもなる。
からだ,五感,痛覚の鈍さ,3番,A,触覚,傷を負っても戦い続けられる。抜歯と骨接ぎと焼灼に耐えられる（この世に痛みを止める手立てが無い）。拷問で口を割らない。凍傷と火傷を負ったまま作業を続けられる。,痛みは体の警告なので折れた骨で歩き膿んだ傷を放置し腹の病に気づかず手遅れになる。凍傷で指を失う。虫歯で顎の骨まで腐らせる。鈍い者ほど早く死ぬ。,度胸も高いと拷問と手術に耐え囚われても口を割らないので密使に使える。傷の治りも高いと放置した傷でも塞がる。,触覚が高くても指先の情報が鈍り細工の才能が死ぬ。図太さも高いと本人の異変に誰も気づけずある日突然倒れて死ぬ。,A,高い,小さい,中間遺伝,やや高い,なし,触覚にマイナス。傷の治りとは別（傷の深さは同じで気づくかどうかが違う）。寿命に隠れたマイナス。,ポジション：拷問に耐える密使と前線の兵。情報：口を割らないので秘密の運び手になる。
からだ,体の強さ,病への強さ,2番,A,なし,疫病が村を通ったときに生き残る。傷が化膿しても熱で終わらない。そもそも子供のうちに死なずに大人になれる。疫病の家に入って看病できるので死人の出た家の土地を継ぐ立場になる。,自分は倒れずに病を運ぶので行った先の村と家に疫病を置いてくる（原因は見えず「あの男が来てから死んだ」という噂だけが残る）。丈夫なので疫病の村への使いに出され続ける。,傷の治りも高いと戦傷と病の両方を越えられる。飢えへの強さも高いと飢饉の翌年に来る疫病の年を越せる。,潔癖が低いと病を撒く速さが上がる。信心が高い村では一人だけ生き残った者が疑われ焼かれる。,C,低い,中,中間遺伝,中,なし,寿命に強くプラス。子の生存に効く（乳飲み子の死は病が大半）。,しがらみ：疫病の生き残りは疑われるか頼られるかのどちらかに振れる。財：死んだ家の土地を継ぐ。身分：家系が絶えなければ身分が保たれる。
からだ,体の強さ,傷の治り,2番,A,老いの速さ,斬られた傷が膿まずに塞がる。骨が正しく付いて曲がらない。抜歯と切開のあとに死なない。毎日の擦り傷が化膿しないので手が使えなくなる日が無い。冬に霜焼けが割れない。,治りが早いので働きに戻るのも早く休まされないまま同じ場所を繰り返し痛める。傷跡が残らないので戦っていないと疑われる。,病への強さも高いと化膿と破傷風の両方を越える。疲労の抜けやすさも高いと連戦に耐える体になる。,痛覚の鈍さも高いと治る前に使って骨が曲がって付き古傷が残る。忍耐が高いと痛みを言わず手当てを受けない。,C,中,ほぼゼロ,中間遺伝,中,なし,古傷というデバフの付きやすさを下げる（老いてからの実効値が高く保たれる）。寿命にプラス。,ポジション：前線に何度でも戻れるので古参の兵になれる。財：薬と手当ての費用が減る。
