大項目,中項目,名前,染色体,腕,対になるステ,高いといい面,高いと悪い面,相互関係でさらにいい面,相互関係でさらに悪い面,レア度,努力値の閾値,伸びしろ,遺伝方式,遺伝率の基準値,性別限定,他のステへの影響,他の枠への影響
からだ,体の強さ,飢えへの強さ,3番,A,味覚,食う量が少なくて保つ。食えない日が続いても働ける。他人が動けなくなってから先も立っていられる。同じ蓄えで長く生きられる。,食が細いので、食える年に体を作れず力と体格が伸びない。食えなくても働けると分かると、分ける順を後ろに回される。持ちこたえる者が居ると、足りていないこと自体に周りが気づかず、弱い者から先に倒れる。,体重も高いと、乏しい年が二年続いても越えられる。忍耐も高いと、分けられるのを待てるので周りから信用される。,最大筋力も高いと、要る量が大きくなって強みが相殺される。貪欲が高いと、食えるのに溜め込んで恨みを買う。,C,低い,中,中間遺伝,やや高い,なし,最大筋力と体重の伸びしろを狭める。寿命にプラス。,財：一人当たりの食い扶持が少なく蓄えが増える。しがらみ：飢饉のとき分ける／分けないの選択で恩と恨みが一度に付く。
からだ,体の強さ,酒への強さ,2番,B,なし,酔わせるものを多く飲んでも判断が鈍らない。周りが正気を失っていくあいだ、一人だけ正気でいられる。水の悪い土地で、水の代わりに飲める。体を内から温められる。,酔わないので飲む量が増え、財が飲むものに消える。酔わない者は腹の内を見せないと思われ、打ち解けたと見なされない。臓腑を長く痛め、四十を過ぎて急に腹が膨れて死ぬ。酔った側は何を喋ったか覚えていないのに、酔わない側は覚えているので、周りは自分が何を渡したかを知らないまま渡し続ける。,人読みも高いと、酔った相手から取れるだけ取れる。嘘のうまさも高いと、酔ったふりをして相手だけ潰せる。,貪欲が高いと、飲み代で身代を潰す。色欲が高いと、酔いから不義の線が伸びる。,E,中,大きい,中間遺伝,やや高い,なし,毒への強さと同じ臓腑を使うので連れて動く。長い目では寿命にマイナス。,情報：酒席は情報の出所で酔わない者が一番多く持ち帰る。しがらみ：酒席の付き合いで線が増える。財：飲み代で減る。ポジション：使者と交渉役。
からだ,体の強さ,三半規管,5番,B,なし,揺れ続ける場所に居ても気分が悪くならない。足元が動いているあいだも手が使える。長く揺られても吐かない。急に向きを変えても目が回らない。,揺れに強いと分かると、揺れる場所へ長く出される役に回り、家を空ける日が増える。揺れが体に届かないので、傾きが危ない傾きかどうかに気づくのが遅い。本人が平気なので、同じ場所で参っている者に気づかないまま先へ進める。,平衡感覚も高いと、足元が動いているところでそのまま仕事ができる。息の長さも高いと、水に潜って働ける。,嗅覚も高いと、閉じた場所の匂いのほうで参って利点が消える。度胸が低いと、揺れに強くても揺れる場所へ出たがらない。,D,中,大きい,中間遺伝,中,なし,聴力と同じ器官なので連れて動く。平衡感覚とは別（こちらは酔わなさ・あちらは姿勢の制御）。,スキル：船・漁・騎乗・荷車。財：海と川の交易は畑より儲かる。情報：船で他国の話が入る。ポジション：船手と輜重。
からだ,体の強さ,歯の丈夫さ,2番,A,なし,年を取っても硬いものを噛める（噛めるかどうかが老いてからの食える量を決め、全身の衰えの速さが変わる）。歯を三本目の手として使える。歯の揃った口は、相手に若く健やかに見える。歯の腐りから顎の骨まで壊れて死ぬことがない。,丈夫なのを頼りに歯を道具のように使い続けて欠く。何でも噛むので砂を噛んで擦り減る。揃った口だけを見て健やかだと判断されるので、内側で進んでいる病が最後まで見過ごされる。,容姿も高いと、揃った口が縁組で一段上に効く。飢えへの強さも高いと、硬く粗末なものだけで乏しい時季を越せる。,味覚が高いと、甘いものを好んで歯を失う。痛覚の鈍さも高いと、歯の腐りを放置して顎ごと壊す。,D,高い,ほぼゼロ,中間遺伝,やや高い,なし,老いの速さにマイナス（噛めれば食えるので衰えが遅い）。容姿と声に効く。飢えへの強さの実際の発揮に効く。,スキル：綱と革と糸を扱う職人仕事。しがらみ：縁組の場で口元を見られる。財：歯痛で働けない日が減る。
からだ,体の強さ,腹の丈夫さ,3番,A,なし,傷んだものと濁った水を入れても腹を下さない。慣れない土地の水と食い物に当たらないので、遠くまで行って戻れる。人が大勢集まって寝起きするところで倒れない（そこでは負った傷よりも下し腹のほうが多く殺す）。,何を食っても平気なので、腐ったものを食う癖が付き、同じものを周りにも食わせて周りだけが死ぬ。汚いものを平気で扱うので、近寄られたくない者として扱われる。,毒への強さも高いと、食える物の幅が乏しい年に決定的な差になる。嗅覚も高いと、腐りを弾いた上で当たらない二段構えになる。,潔癖が低いと、自分は平気でも家の者に病を移す。味覚が低いと、腐りに気づかず食い続け、いつか本当に危ないものを食う。,C,低い,大きい,中間遺伝,中,なし,病への強さとは別（あちらは移る病・こちらは食い物と水）。飢えへの強さの幅を広げる。遠出での持久力の発揮を保つ。,スキル：行商・遠征・野営。情報：遠くまで行けるので他国の話を持ち帰る。財：交易は遠くへ行けるほど利が大きい。ポジション：輜重と行商。
からだ,生と老い,繁殖力,2番,B,寿命,子ができやすい（同じ夫婦でも年に一人と三年に一人ほどの差になる）。若いうちに子が並ぶので、家の手が早く増える。跡取りが死んでも次がいる。血が残る。,産む側は続けざまに孕んで体が戻らず、三十を待たずに歯と骨と髪が落ちる。子が多いと一人あたりの取り分が減り、分けた土地は数代で食えない広さになる。嫁がせる費用と迎える費用で財が消える。産める体だと分かると、休ませてもらえない。,お産の軽さも高いと、十人産んで生き延びる（血の半分がこの一人から出る）。病への強さも高いと、産んだ子が育つ。,お産の軽さが低いと、二人目か三人目の産で死ぬ。色欲も高いと、外にも子ができてしがらみが荒れる。貪欲が低いと、子だけ増えて食えず口減らしに出す。,B,高い,ほぼゼロ,中間遺伝,中,なし,産む側は寿命にマイナス・老いの速さにプラス。成熟の早さと連れて動く。,しがらみ：親子と縁組の線が最も多く伸びる。財：分け与える土地が細る。身分：子が多いほど上の家に嫁がせる機会が増える。
からだ,生と老い,成熟の早さ,2番,B,なし,体が早く出来上がる。十二で大人と同じ働きができる（家の手が四年早く増える）。早く子を作れるので、子を残せる年数が長い。若いうちに体が出来ているので、初めての無理で死ににくい。,骨の端が早く閉じるので、背が伸び切らずに止まる。子のうちに大人の扱いを受けるので、覚える時間そのものを失う。骨盤が出来上がる前に産むので、初めての産で死にやすい。早熟は早老を連れて来る。見た目だけ先に大人になるので、中身が子供のまま重い判断を任される。,最大筋力も高いと、十四で一人前として数えられる。容姿も高いと、早く上の家に嫁げる。,老いの速さも高いと、三十で盛りを過ぎる。学習速度が高くても、学ぶ機会そのものを先に失う。,D,なし,中,中間遺伝,中,なし,身長にマイナス（伸びる期間が短い）。老いの速さにプラス。繁殖力の効く年数を前にずらす。,財：働き手が早く増える。スキル：手習いの機会を失うので職人と書字の道が閉じる。身分：早く嫁げるので家格を上げる機会が増える。しがらみ：縁組が早い。
からだ,生と老い,寿命,2番,A,繁殖力,使える期間が長い（力の盛りは誰でも二十六だが、その先どれだけ使い物になるかが違う）。長く生きた者には、就いた年数・知っていること・しがらみの本数・孫の数が積み上がる。老人は体ではなく社会的に強い。,長生きしても素の力は増えない。老いた体で生き続けると、食うだけで働けない口になる（乏しい年に最初に減らされるのは老人の分）。自分の子と孫を先に埋めることになる。上を譲らない長寿の者が居ると、下は五十を過ぎるまで代われず、その血筋の全部が止まる。,老いの速さが低いと、本当に長く使える。長期の記憶も高いと、生き字引として代わりが利かなくなる。,老いの速さが高いと、寝たきりの年数だけが伸びる。野心が高い跡継ぎがいると、長寿そのものが閉じ込められるか殺される理由になる。,A,非常に高い,ほぼゼロ,中間遺伝,やや低い,なし,すべてのステの使える年数を決める。老いの速さと組でのみ意味を持つ。,情報：長く生きた者だけが知っている（誰が誰の子か・昔の境界・昔の約束）。しがらみ：線の本数が年とともに増える。身分：家長が生きているあいだ家の身分が保たれる。ポジション：長老の役。財：相続が起きないので家産が割れない。
からだ,生と老い,老いの速さ,2番,B,傷の治り,若くして老けて見えるので、二十代でも年長として扱われ、言うことが通りやすい。頭数を集める側は見た目の年で選ぶので、その目から外れる。人質と見せしめに取られにくい。体が早く固まるので、若いうちに骨と関節が安定する。,三十で盛りを過ぎ、四十で外の働きに出られない。実効値に掛かる老いの倍率が、他人より速く下がる。容姿が早く落ちるので、縁組と人の近くに立つ道が閉じる。見た目より中身が若いので、年相応の分別を期待されて、持っていない判断を任される。,長期の記憶も高いと、老けた見た目と知っていることが噛み合い、若いうちから長老格に扱われる。信心も高いと老成して見え、年長として遇されるのが更に早まる。,寿命も長いと、働けない年数だけが伸びて家の負担になる。繁殖力が高い女は、続けざまの産で老いが更に加速する。最大筋力が高い者ほど、四十での落差が大きい。,B,高い,小さい,中間遺伝,中,なし,からだ全体に掛かる老いというデバフの傾きそのもの。あたまへの影響は小さい（判断はほとんど落ちない）。,ポジション：早く長老格になれるが早く現役を外れる。財：稼げる年数が短い。しがらみ：縁組で不利。
からだ,生と老い,お産の軽さ,2番,A,双子の生まれやすさ,産んで死なない。産んだ翌日から立てるので、家の手が止まらない。何人でも産めるので血が絶えない。難産で子を失わない。,軽い者は「まだ産める」と見なされて休みなく孕まされ、四十まで産み続けて体が尽きる。人を呼ばずに済むので、異変が起きても誰も見ていない。軽いのを見た周りは産を軽いものだと思い込み、軽くない者にも同じことをさせて死なせる。,繁殖力も高いと、十人以上産んで生き延び、その血が数代で半分を占める。骨太さも高いと、骨盤が広く難産にならない。,成熟の早さが高くて早く嫁ぐと、骨盤が出来上がる前に産むので軽さの才能が出ない。身長が低いと、産道が狭く才能が相殺される。,B,高い,中,中間遺伝,やや高い,女のみ,繁殖力の実際の子の数を決める。寿命に強くプラス（女の死因の筆頭を外す）。男にも座位があり遺伝させるが発現しない（切ると母系だけで固定される）。,しがらみ：親子の線の本数がここで決まる。身分：跡取りを産めるかどうかが家の存続を決める。財：産婆と喪の費用が掛からない。
からだ,生と老い,乳の出,2番,B,なし,乳飲み子が育つ（生まれた子の半分は二歳までに死に、その多くは乳が足りないため）。乳を人に頼らずに済む。他家の子にも与えられるので、血の繋がらない強い縁を作れる。,乳が出ているあいだは次の子ができにくいので、子の増える速さが落ちる。吸われる分だけ母の体から抜けるので、乏しい年に母が先に痩せる。出ると分かると上の家に召し上げられ、自分の子を置いて出ることになる。,繁殖力も高いと、産んだ子がほぼ全部育つ。飢えへの強さも高いと、乏しい年でも乳が止まらない。,飢えへの強さが低いと、乏しい年に乳が止まって子が死ぬ。情が高いと、自分の子を置いて出されたときに心が折れる。,D,中,中,中間遺伝,中,女のみ,子の側の病への強さと合わさって乳飲み子の生死を決める。母の飢えへの強さを実質下げる。男にも座位があり遺伝させるが発現しない（切ると母系だけで固定される）。,しがらみ：乳兄弟の線ができる（血より強く働くことがある）。ポジション：上の家の乳母。財：乳母の給金は数少ない現金収入になる。身分：主家の子を育てた乳母は身分を超えて口を利ける。
からだ,生と老い,双子の生まれやすさ,2番,B,お産の軽さ,一度の産で二人得られる。家の手と頭数が一気に増える。跡取りの予備ができるので、片方が病で死んでも血が絶えない。,双子の産は母子ともに死にやすい。二人とも小さく生まれるので、二歳までに死ぬ確率が高い。乳が足りない。土地を分けると一代で食えない広さになる。双子を不吉とする土地では、片方を捨てるか二人とも忌まれる。跡取りが二人になるので、どちらが継ぐかで血筋が割れる。,お産の軽さも高いと、双子でも母子とも生き延びる。乳の出も高いと、二人とも育つ。,お産の軽さが低いと、双子の産で母が死ぬ。信心が高い土地では双子が忌まれ、生まれたこと自体が家の恥になる。,B,非常に高い,ほぼゼロ,中間遺伝,やや高い,女のみ,繁殖力とは別（あちらは何度孕むか・こちらは一度に何人か）。お産の軽さと乳の出が低いと、利点がすべて損に変わる。男にも座位があり遺伝させるが発現しない（切ると母系だけで固定される）。,しがらみ：双子の兄弟は生涯離れない線になる。財：相続で土地が割れる。身分：跡取りが二人いると家督争いが起きる。
